track_id,track_name,track_artists
0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,"Ziv Zaifman,Hugh Jackman,Michelle Williams"
1ZMiCix7XSAbfAJlEZWMCp,Falling,Harry Styles
2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,Calum Scott
3NjaN546wa7PVADtMuec6b,If Our Love Is Wrong,Calum Scott
2IuLdJDBIXvepd9VtAX5Xc,Come Back Home,Calum Scott
3X8SgHFyauM0CXhYXoERTR,Rhythm Inside,Calum Scott
45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae
5Tb6K5YFvUNXREaGbDLn1m,No Matter What,Calum Scott
3TaNmRMQqme2Mjr6o9fXxh,Hotel Room,Calum Scott
6EkQmHBoux7iqK4vjfHq4V,Need To Know,Calum Scott
7MjKAV0mFiEID9WhDSSzaW,Like I'm Gonna Lose You (feat. John Legend),"Meghan Trainor,John Legend"
5wHRQRy339ghP31x0hUWcQ,Forgive Myself,Sam Smith
2SOUTN8rzGAkBr001HqAXe,Run to You,Lea Michele
7lPN2DXiMsVn7XUKtOW1CS,drivers license,Olivia Rodrigo
2kFHjWko1il6O9L3eK9IzG,"Beginning Middle End - From The Netflix Film ""To All The Boys: Always and Forever""",Leah Nobel
630sXRhIcfwr2e4RdNtjKN,Rewrite The Stars,"Zac Efron,Zendaya"
25lvdL8Hg9DNIO7aRzObth,Can't Let You Go,Ali Gatie
0tV8pOpiNsKqUys0ilUcXz,Rise Up,Andra Day
2NELtMgQ8HSdrGrYQPLnC3,Piece by Piece,Kelly Clarkson
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,Ed Sheeran
5CZ40GBx1sQ9agT82CLQCT,traitor,Olivia Rodrigo
1rPiAgK5DD2ve9aPujSJB7,Biblical,Calum Scott
0HZk0QsXPhMNAWNDR3rYE8,Hallelujah,Pentatonix
2s1sdSqGcKxpPr5lCl7jAV,Chandelier,Sia
1Oi2zpmL81Q0yScF1zxaC0,"Bills, Bills, Bills",Destiny's Child
37ZKB38iNyKJ0xYEz9SJgk,Josslyn,Olivia O'Brien
0jllH0usRFD4LJkJnGK9Lf,Complicated,Olivia O'Brien
4zRZAmBQP8vhNPf9i9opXt,8 Letters,Why Don't We
6rsm9NTgl9kKPatf7S1yCS,Talk,Why Don't We
0bSLDuIIIGla6l9C9DIXqP,Choose,Why Don't We
6z3OqZBR4v3w6s0w6dSVhF,In Too Deep,Why Don't We
0GmfYAOe7Y3vIv4lKdaeOA,Friends,Why Don't We
2xj3BQ7AzGTwUWaroRTVCx,Hard,Why Don't We
2N2s2s2w0jmSIPNZcm8Jnr,Hooked,Why Don't We
2ZH0frS6VRDzSphiwJ9pvc,Can’t You See,Why Don't We
1nl5jnQML9myEAqSawcJmh,Kiss You This Christmas,Why Don't We
7B3qYbgu9hEKlBrMZrd3Aw,Hey Good Lookin,Why Don't We
2Q2kTc93I0ydIpcjJq2Qc7,Merry Little Christmas,Why Don't We
1dae7ro53U7NyLRuX4Kj32,You and Me at Christmas,Why Don't We
1FUURnDIpUXAsjs8CtFxPv,Silent Night,Why Don't We
3L4suJQV84AAOAE4FRefti,Invitation,Why Don't We
6gttjO6hxvBiPI9YcQtG4g,M.I.A.,Why Don't We
0abraIFcoZc56LWrCQl4EW,Boomerang,Why Don't We
6rYae6GFXNACLQFow7X4o5,Words I Didn't Say,Why Don't We
4aa8abhrII2D2REphtZlaq,Turn It Off,Why Don't We
0W8ClrRmKyMEnW34Zadtdq,Taking You,Why Don't We
5RKJ0b14LUw5Xvr50fpj83,Nobody Gotta Know,Why Don't We
002opcRBgYV5jqoh72QcqA,Just to See You Smile,Why Don't We
3jVpCVq7fa5fv2Crzwz0Jz,On My Way,Why Don't We
2dzvnp3krOYOErUbsfBJrk,Perfect,Why Don't We
5o6GnHeA8voabKhVBT8Og3,Free,Why Don't We
51w95jAPQDOWN3M7xopWWh,Help Me Help You (feat. Why Don't We),"Logan Paul,Why Don't We"
7HUCGA1RG6zO68rpcn2s3J,Why Don't We Just,Why Don't We
1Fc4NYNUePCq7ab5ftg7Ty,These Girls,Why Don't We
1De8FIr9KBPm5owb0tmRKv,Something Different,Why Don't We
3eng6TJxpqjvDkxRpnfnhB,Big Plans,Why Don't We
5956I4W6Ck4sfVZMMTokpc,Runner,Why Don't We
31CHJzSweI6r1dk6XrZceK,Stay With Me,Sam Smith
4JHkidVQCWtXwrzjdh5tbM,I'm Not The Only One,Sam Smith
2UonPYDoqpUZxoJUHWCgtP,I've Told You Now,Sam Smith
5VYS23P3A31Rn6CtsGTEOR,Like I Can,Sam Smith
4t5jShQD8GkfjDMAsAYJeg,Life Support,Sam Smith
5JRCjBJ9fuhxfJruiurYw6,Not In That Way,Sam Smith
1eUtyz3sWA42VYsiqbfQoZ,Lay Me Down,Sam Smith
0PPXEgevjLKKso0QVhEFZ4,La La La,"Naughty Boy,Sam Smith"
2QXmZCQwDsXxSgAGEEY5ep,Nirvana,Sam Smith
4yQbvhT4qMtcmY2FkKVc6Z,I'm Not The Only One,"Sam Smith,A$AP Rocky"
64GRDrL1efgXclrhVCeuA0,Lay Me Down,"Sam Smith,John Legend"
3VlbOrM6nYPprVvzBZllE5,Too Good At Goodbyes,Sam Smith
67aDq4Z8lErpWQ0Ky0xaJo,Say It First,Sam Smith
6hPFEpT7bVguj9aCFLOmiz,Midnight Train,Sam Smith
7FyhrRNRJOZSM8IeuAx7su,Burning,Sam Smith
0TdKJnJqeONlGZpfI1Wn93,HIM,Sam Smith
5UFvcTCbp9P057YbRNsJ3U,Palace,Sam Smith
59ljpSFcgtfWJKS3vqG27R,Pray,Sam Smith
3fCjfPg7ZkU7Oulze3e2ww,The Thrill Of It All,Sam Smith
5XX9oGZfgKMXdHnEp4t2JB,Money On My Mind,Sam Smith
5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,Sam Smith
7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,Sam Smith
2TeLIzFBe3hxkPR5FIQZut,Like I Can,Sam Smith
4T2qnyKCo9UISjERbIeJQg,Life Support,Sam Smith
2a4iE4k1IkIswThuJ3ROsw,Not In That Way,Sam Smith
74sb4Gib0cL3TQeCjYF8vh,Lay Me Down,Sam Smith
1PWnAEQcbwQwK759otUbta,"Writing's On The Wall - From ""Spectre"" Soundtrack",Sam Smith
5rFj8OzffT0iggSjcBaeND,"Fire On Fire - From ""Watership Down""",Sam Smith
3b5LW3nS3WFQyS1e8ajGJN,Leave Your Lover,Sam Smith
6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,Sam Smith
